"Artist_Name","Album_Title","Genre","Composer","Track_Name","Track_Price","InvoiceId","Invoice_Price","SR_ID","SR_firstname","SR_LastName","SR_title","SR_City","SR_state","SR_Country","CustomerId","Customer_FirstName","Customer_LastName","Customer_City","Customer_State","Customer_Country"
BackBeat,BackBeat Soundtrack,Rock And Roll,"Enotris Johnson/Little Richard/Robert ""Bumps"" Blackwell",Long Tall Sally,0.99,110,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,3,François,Tremblay,Montréal,QC,Canada
BackBeat,BackBeat Soundtrack,Rock And Roll,Larry Williams,Bad Boy,0.99,,,,,,,,,,,,,,,
BackBeat,BackBeat Soundtrack,Rock And Roll,Bert Russell/Phil Medley,Twist And Shout,0.99,,,,,,,,,,,,,,,
BackBeat,BackBeat Soundtrack,Rock And Roll,Brian Holland/Freddie Gorman/Georgia Dobbins/Robert Bateman/William Garrett,Please Mr. Postman,0.99,,,,,,,,,,,,,,,
BackBeat,BackBeat Soundtrack,Rock And Roll,Eddie Cochran/Jerry Capehart,C'Mon Everybody,0.99,215,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,42,Wyatt,Girard,Bordeaux,,France
BackBeat,BackBeat Soundtrack,Rock And Roll,Chuck Berry,Rock 'N' Roll Music,0.99,5,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,23,John,Gordon,Boston,MA,USA
BackBeat,BackBeat Soundtrack,Rock And Roll,Larry Williams,Slow Down,0.99,,,,,,,,,,,,,,,
BackBeat,BackBeat Soundtrack,Rock And Roll,Bo Diddley,Roadrunner,0.99,,,,,,,,,,,,,,,
BackBeat,BackBeat Soundtrack,Rock And Roll,Chuck Berry,Carol,0.99,320,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,22,Heather,Leacock,Orlando,FL,USA
BackBeat,BackBeat Soundtrack,Rock And Roll,Little Richard,Good Golly Miss Molly,0.99,110,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,3,François,Tremblay,Montréal,QC,Canada
BackBeat,BackBeat Soundtrack,Rock And Roll,Ned Fairchild,"20 Flight Rock",0.99,,,,,,,,,,,,,,,
Billy Cobham,The Best Of Billy Cobham,Jazz,Billy Cobham,Quadrant,0.99,,,,,,,,,,,,,,,
Billy Cobham,The Best Of Billy Cobham,Jazz,Billy Cobham,Snoopy's search-Red baron,0.99,,,,,,,,,,,,,,,
Billy Cobham,The Best Of Billy Cobham,Jazz,Billy Cobham,"Spanish moss-""A sound portrait""-Spanish moss",0.99,215,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,42,Wyatt,Girard,Bordeaux,,France
Billy Cobham,The Best Of Billy Cobham,Jazz,Billy Cobham,Moon germs,0.99,5,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,23,John,Gordon,Boston,MA,USA
Billy Cobham,The Best Of Billy Cobham,Jazz,Billy Cobham,Stratus,0.99,,,,,,,,,,,,,,,
Billy Cobham,The Best Of Billy Cobham,Jazz,Billy Cobham,The pleasant pheasant,0.99,,,,,,,,,,,,,,,
Billy Cobham,The Best Of Billy Cobham,Jazz,Billy Cobham,Solo-Panhandler,0.99,320,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,22,Heather,Leacock,Orlando,FL,USA
Billy Cobham,The Best Of Billy Cobham,Jazz,George Duke,Do what cha wanna,0.99,110,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,3,François,Tremblay,Montréal,QC,Canada
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,,Intro/ Low Down,0.99,,,,,,,,,,,,,,,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,,"13 Years Of Grief",0.99,,,,,,,,,,,,,,,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,,Stronger Than Death,0.99,,,,,,,,,,,,,,,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,,All For You,0.99,215,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,42,Wyatt,Girard,Bordeaux,,France
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,,Super Terrorizer,0.99,5,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,23,John,Gordon,Boston,MA,USA
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,,Phoney Smile Fake Hellos,0.99,,,,,,,,,,,,,,,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,,Lost My Better Half,0.99,,,,,,,,,,,,,,,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,,Bored To Tears,0.99,320,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,22,Heather,Leacock,Orlando,FL,USA
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,,A.N.D.R.O.T.A.Z.,0.99,110,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,3,François,Tremblay,Montréal,QC,Canada
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,,Born To Booze,0.99,,,,,,,,,,,,,,,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,,World Of Trouble,0.99,,,,,,,,,,,,,,,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,,No More Tears,0.99,,,,,,,,,,,,,,,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],Metal,,The Begining... At Last,0.99,215,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,42,Wyatt,Girard,Bordeaux,,France
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],Metal,,Heart Of Gold,0.99,5,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,23,John,Gordon,Boston,MA,USA
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],Metal,,Snowblind,0.99,,,,,,,,,,,,,,,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],Metal,,Like A Bird,0.99,,,,,,,,,,,,,,,
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],Metal,,Blood In The Wall,0.99,320,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,22,Heather,Leacock,Orlando,FL,USA
Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],Metal,,The Beginning...At Last,0.99,110,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,3,François,Tremblay,Montréal,QC,Canada
Black Sabbath,Black Sabbath,Metal,,Black Sabbath,0.99,,,,,,,,,,,,,,,
Black Sabbath,Black Sabbath,Metal,,The Wizard,0.99,,,,,,,,,,,,,,,
Black Sabbath,Black Sabbath,Metal,,Behind The Wall Of Sleep,0.99,,,,,,,,,,,,,,,
Black Sabbath,Black Sabbath,Metal,,N.I.B.,0.99,215,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,42,Wyatt,Girard,Bordeaux,,France
Black Sabbath,Black Sabbath,Metal,,Evil Woman,0.99,5,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,23,John,Gordon,Boston,MA,USA
Black Sabbath,Black Sabbath,Metal,,Sleeping Village,0.99,,,,,,,,,,,,,,,
Black Sabbath,Black Sabbath,Metal,,Warning,0.99,,,,,,,,,,,,,,,
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Wheels Of Confusion / The Straightener,0.99,,,,,,,,,,,,,,,
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Tomorrow's Dream,0.99,110,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,3,François,Tremblay,Montréal,QC,Canada
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Changes,0.99,,,,,,,,,,,,,,,
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",FX,0.99,,,,,,,,,,,,,,,
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Supernaut,0.99,,,,,,,,,,,,,,,
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Snowblind,0.99,215,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,42,Wyatt,Girard,Bordeaux,,France
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Snowblind,0.99,321,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,36,Hannah,Schneider,Berlin,,Germany
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Cornucopia,0.99,5,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,23,John,Gordon,Boston,MA,USA
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Cornucopia,0.99,322,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,37,Fynn,Zimmermann,Frankfurt,,Germany
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Laguna Sunrise,0.99,322,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,37,Fynn,Zimmermann,Frankfurt,,Germany
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",St. Vitus Dance,0.99,,,,,,,,,,,,,,,
Black Sabbath,Black Sabbath Vol. 4 (Remaster),Metal,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",Under The Sun/Every Day Comes and Goes,0.99,323,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,39,Camille,Bernard,Paris,,France
Body Count,Body Count,Alternative & Punk,,Smoked Pork,0.99,110,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,3,François,Tremblay,Montréal,QC,Canada
Body Count,Body Count,Alternative & Punk,,Body Count's In The House,0.99,323,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,39,Camille,Bernard,Paris,,France
Body Count,Body Count,Alternative & Punk,,Now Sports,0.99,,,,,,,,,,,,,,,
Body Count,Body Count,Alternative & Punk,,Body Count,0.99,324,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,41,Marc,Dubois,Lyon,,France
Body Count,Body Count,Alternative & Punk,,A Statistic,0.99,215,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,42,Wyatt,Girard,Bordeaux,,France
Body Count,Body Count,Alternative & Punk,,Bowels Of The Devil,0.99,5,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,23,John,Gordon,Boston,MA,USA
Body Count,Body Count,Alternative & Punk,,Bowels Of The Devil,0.99,324,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,41,Marc,Dubois,Lyon,,France
Body Count,Body Count,Alternative & Punk,,The Real Problem,0.99,,,,,,,,,,,,,,,
Body Count,Body Count,Alternative & Punk,,KKK Bitch,0.99,324,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,41,Marc,Dubois,Lyon,,France
Body Count,Body Count,Alternative & Punk,,D Note,0.99,,,,,,,,,,,,,,,
Body Count,Body Count,Alternative & Punk,,Voodoo,0.99,110,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,3,François,Tremblay,Montréal,QC,Canada
Body Count,Body Count,Alternative & Punk,,Voodoo,0.99,324,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,41,Marc,Dubois,Lyon,,France
Body Count,Body Count,Alternative & Punk,,The Winner Loses,0.99,,,,,,,,,,,,,,,
Body Count,Body Count,Alternative & Punk,,There Goes The Neighborhood,0.99,,,,,,,,,,,,,,,
Body Count,Body Count,Alternative & Punk,,Oprah,0.99,,,,,,,,,,,,,,,
Body Count,Body Count,Alternative & Punk,,Evil Dick,0.99,325,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,45,Ladislav,Kovács,Budapest,,Hungary
Body Count,Body Count,Alternative & Punk,,Body Count Anthem,0.99,5,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,23,John,Gordon,Boston,MA,USA
Body Count,Body Count,Alternative & Punk,,Momma's Gotta Die Tonight,0.99,,,,,,,,,,,,,,,
Body Count,Body Count,Alternative & Punk,,Freedom Of Speech,0.99,,,,,,,,,,,,,,,
Bruce Dickinson,Chemical Wedding,Metal,Roy Z,King In Crimson,0.99,325,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,45,Ladislav,Kovács,Budapest,,Hungary
Bruce Dickinson,Chemical Wedding,Metal,Roy Z,Chemical Wedding,0.99,110,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,3,François,Tremblay,Montréal,QC,Canada
Bruce Dickinson,Chemical Wedding,Metal,Roy Z,Chemical Wedding,0.99,216,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,56,Diego,Gutiérrez,Buenos Aires,,Argentina
Bruce Dickinson,Chemical Wedding,Metal,Roy Z,The Tower,0.99,217,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,57,Luis,Rojas,Santiago,,Chile
Bruce Dickinson,Chemical Wedding,Metal,Adrian Smith,Killing Floor,0.99,217,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,57,Luis,Rojas,Santiago,,Chile
Bruce Dickinson,Chemical Wedding,Metal,Eddie Casillas/Roy Z,Book Of Thel,0.99,325,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,45,Ladislav,Kovács,Budapest,,Hungary
Bruce Dickinson,Chemical Wedding,Metal,Roy Z,Gates Of Urizen,0.99,218,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,59,Puja,Srivastava,Bangalore,,India
Bruce Dickinson,Chemical Wedding,Metal,Roy Z,Jerusalem,0.99,5,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,23,John,Gordon,Boston,MA,USA
Bruce Dickinson,Chemical Wedding,Metal,Roy Z,Trupets Of Jericho,0.99,218,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,59,Puja,Srivastava,Bangalore,,India
Bruce Dickinson,Chemical Wedding,Metal,Adrian Smith,Machine Men,0.99,325,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,45,Ladislav,Kovács,Budapest,,Hungary
Bruce Dickinson,Chemical Wedding,Metal,Roy Z,The Alchemist,0.99,219,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,2,Leonie,Köhler,Stuttgart,,Germany
Bruce Dickinson,Chemical Wedding,Metal,Roy Z,Realword,0.99,110,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,3,François,Tremblay,Montréal,QC,Canada
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Eurreal Montgomery,First Time I Met The Blues,0.99,219,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,2,Leonie,Köhler,Stuttgart,,Germany
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Willie Dixon,Let Me Love You Baby,0.99,325,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,45,Ladislav,Kovács,Budapest,,Hungary
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Buddy Guy,Stone Crazy,0.99,219,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,2,Leonie,Köhler,Stuttgart,,Germany
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Willie Dixon,Pretty Baby,0.99,,,,,,,,,,,,,,,
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Al Perkins/Willie Dixon,When My Left Eye Jumps,0.99,5,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,23,John,Gordon,Boston,MA,USA
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Al Perkins/Willie Dixon,When My Left Eye Jumps,0.99,219,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,2,Leonie,Köhler,Stuttgart,,Germany
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Buddy Guy,Leave My Girl Alone,0.99,325,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,45,Ladislav,Kovács,Budapest,,Hungary
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Buddy Guy,She Suits Me To A Tee,0.99,,,,,,,,,,,,,,,
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Sonny Boy Williamson [I],Keep It To Myself (Aka Keep It To Yourself),0.99,,,,,,,,,,,,,,,
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Robert Geddins/Ron Badger/Sheldon Feinberg,My Time After Awhile,0.99,220,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,6,Helena,Holý,Prague,,Czech Republic
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Willie Dixon,Too Many Ways (Alternate),0.99,,,,,,,,,,,,,,,
Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,Blues,Amos Blakemore/Buddy Guy,Talkin' 'Bout Women Obviously,0.99,,,,,,,,,,,,,,,
Caetano Veloso,Prenda Minha,Latin,Jorge Ben,Jorge Da Capadócia,0.99,326,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,51,Joakim,Johansson,Stockholm,,Sweden
Caetano Veloso,Prenda Minha,Latin,Tradicional,Prenda Minha,0.99,220,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,6,Helena,Holý,Prague,,Czech Republic
Caetano Veloso,Prenda Minha,Latin,Tom Jobim - Newton Mendoça,Meditação,0.99,5,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,23,John,Gordon,Boston,MA,USA
Caetano Veloso,Prenda Minha,Latin,Tom Jobim - Newton Mendoça,Meditação,0.99,111,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,17,Jack,Smith,Redmond,WA,USA
Caetano Veloso,Prenda Minha,Latin,Caetano Veloso,Terra,0.99,112,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,18,Michelle,Brooks,New York,NY,USA
Caetano Veloso,Prenda Minha,Latin,Caetano Veloso,Eclipse Oculto,0.99,112,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,18,Michelle,Brooks,New York,NY,USA
Caetano Veloso,Prenda Minha,Latin,Caetano Veloso,"Texto ""Verdade Tropical""",0.99,220,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,6,Helena,Holý,Prague,,Czech Republic
Caetano Veloso,Prenda Minha,Latin,Gilberto Gil,Bem Devagar,0.99,113,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,20,Dan,Miller,Mountain View,CA,USA
Caetano Veloso,Prenda Minha,Latin,Gilberto Gil,Bem Devagar,0.99,326,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,51,Joakim,Johansson,Stockholm,,Sweden
Caetano Veloso,Prenda Minha,Latin,Gilberto Gil,Drão,0.99,,,,,,,,,,,,,,,
Caetano Veloso,Prenda Minha,Latin,Caetano Veloso,Saudosismo,0.99,113,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,20,Dan,Miller,Mountain View,CA,USA
Caetano Veloso,Prenda Minha,Latin,Chico Buarque,Carolina,0.99,220,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,6,Helena,Holý,Prague,,Czech Republic
Caetano Veloso,Prenda Minha,Latin,Peninha,Sozinho,0.99,114,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,22,Heather,Leacock,Orlando,FL,USA
Caetano Veloso,Prenda Minha,Latin,Caetano Veloso,Esse Cara,0.99,5,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,23,John,Gordon,Boston,MA,USA
Caetano Veloso,Prenda Minha,Latin,Caetano Veloso - Waly Salomão,Mel,0.99,114,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,22,Heather,Leacock,Orlando,FL,USA
Caetano Veloso,Prenda Minha,Latin,Caetano Veloso - Waly Salomão,Mel,0.99,326,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,51,Joakim,Johansson,Stockholm,,Sweden
Caetano Veloso,Prenda Minha,Latin,Caetano Veloso - Djavan,Linha Do Equador,0.99,220,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,6,Helena,Holý,Prague,,Czech Republic
Caetano Veloso,Prenda Minha,Latin,Caetano Veloso,Odara,0.99,114,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,22,Heather,Leacock,Orlando,FL,USA
Caetano Veloso,Prenda Minha,Latin,Caetano Veloso,A Luz De Tieta,0.99,,,,,,,,,,,,,,,
Caetano Veloso,Prenda Minha,Latin,David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,0.99,114,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,22,Heather,Leacock,Orlando,FL,USA
Caetano Veloso,Prenda Minha,Latin,Fausto Nilo - Armandinho,Vida Boa,0.99,220,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,6,Helena,Holý,Prague,,Czech Republic
Caetano Veloso,Sozinho Remix Ao Vivo,Latin,,Sozinho (Hitmakers Classic Mix),0.99,326,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,51,Joakim,Johansson,Stockholm,,Sweden
Caetano Veloso,Sozinho Remix Ao Vivo,Latin,,Sozinho (Hitmakers Classic Radio Edit),0.99,,,,,,,,,,,,,,,
Caetano Veloso,Sozinho Remix Ao Vivo,Latin,,Sozinho (Caêdrum 'n' Bass),0.99,115,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,26,Richard,Cunningham,Fort Worth,TX,USA
Chico Buarque,Minha Historia,Latin,,Carolina,0.99,,,,,,,,,,,,,,,
Chico Buarque,Minha Historia,Latin,,Essa Moça Ta Diferente,0.99,,,,,,,,,,,,,,,
Chico Buarque,Minha Historia,Latin,,Vai Passar,0.99,221,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,12,Roberto,Almeida,Rio de Janeiro,RJ,Brazil
Chico Buarque,Minha Historia,Latin,,Samba De Orly,0.99,115,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,26,Richard,Cunningham,Fort Worth,TX,USA
Chico Buarque,Minha Historia,Latin,,Samba De Orly,0.99,326,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,51,Joakim,Johansson,Stockholm,,Sweden
Chico Buarque,Minha Historia,Latin,,"Bye, Bye Brasil",0.99,6,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,37,Fynn,Zimmermann,Frankfurt,,Germany
Chico Buarque,Minha Historia,Latin,,Atras Da Porta,0.99,7,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,38,Niklas,Schröder,Berlin,,Germany
Chico Buarque,Minha Historia,Latin,,Tatuagem,0.99,7,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,38,Niklas,Schröder,Berlin,,Germany
Chico Buarque,Minha Historia,Latin,,O Que Será (À Flor Da Terra),0.99,115,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,26,Richard,Cunningham,Fort Worth,TX,USA
Chico Buarque,Minha Historia,Latin,,Morena De Angola,0.99,8,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,40,Dominique,Lefebvre,Paris,,France
Chico Buarque,Minha Historia,Latin,,Morena De Angola,0.99,221,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,12,Roberto,Almeida,Rio de Janeiro,RJ,Brazil
Chico Buarque,Minha Historia,Latin,,Apesar De Você,0.99,326,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,51,Joakim,Johansson,Stockholm,,Sweden
Chico Buarque,Minha Historia,Latin,,A Banda,0.99,8,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,40,Dominique,Lefebvre,Paris,,France
Chico Buarque,Minha Historia,Latin,,Minha Historia,0.99,115,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,26,Richard,Cunningham,Fort Worth,TX,USA
Chico Buarque,Minha Historia,Latin,,Com Açúcar E Com Afeto,0.99,9,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,42,Wyatt,Girard,Bordeaux,,France
Chico Buarque,Minha Historia,Latin,,Brejo Da Cruz,0.99,,,,,,,,,,,,,,,
Chico Buarque,Minha Historia,Latin,,Meu Caro Amigo,0.99,9,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,42,Wyatt,Girard,Bordeaux,,France
Chico Buarque,Minha Historia,Latin,,Meu Caro Amigo,0.99,221,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,12,Roberto,Almeida,Rio de Janeiro,RJ,Brazil
Chico Buarque,Minha Historia,Latin,,Geni E O Zepelim,0.99,115,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,26,Richard,Cunningham,Fort Worth,TX,USA
Chico Buarque,Minha Historia,Latin,,Geni E O Zepelim,0.99,326,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,51,Joakim,Johansson,Stockholm,,Sweden
Chico Buarque,Minha Historia,Latin,,Trocando Em Miúdos,0.99,9,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,42,Wyatt,Girard,Bordeaux,,France
Chico Buarque,Minha Historia,Latin,,Vai Trabalhar Vagabundo,0.99,,,,,,,,,,,,,,,
Chico Buarque,Minha Historia,Latin,,Gota D'água,0.99,9,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,42,Wyatt,Girard,Bordeaux,,France
Chico Buarque,Minha Historia,Latin,,Construção / Deus Lhe Pague,0.99,115,0.99,4,Margaret,Margaret,Sales Support Agent,Calgary,AB,Canada,26,Richard,Cunningham,Fort Worth,TX,USA
Chico Buarque,Minha Historia,Latin,,Meia-Lua Inteira,0.99,,,,,,,,,,,,,,,
Chico Buarque,Minha Historia,Latin,,Voce e Linda,0.99,,,,,,,,,,,,,,,
Chico Buarque,Minha Historia,Latin,,Um Indio,0.99,229,0.99,3,Jane,Jane,Sales Support Agent,Calgary,AB,Canada,59,Puja,Srivastava,Bangalore,,India
Chico Buarque,Minha Historia,Latin,,Podres Poderes,0.99,18,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,31,Martha,Silk,Halifax,NS,Canada
Chico Buarque,Minha Historia,Latin,,Voce Nao Entende Nada - Cotidiano,0.99,123,0.99,5,Steve,Steve,Sales Support Agent,Calgary,AB,Canada,11,Alexandre,Rocha,São Paulo,SP,Brazil
Chico Buarque,Minha Historia,Latin,,O Estrangeiro,0.99,,,,,,,,,,,,,,,
